test_path,fit_path,hamming_dist
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0381.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0622.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0381.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0130.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0381.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0151.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0381.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1311.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0381.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1530.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0381.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0616.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1481.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1482.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0265.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(277).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Te-gl_0277.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_1253.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1471.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0739.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0659.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0227.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0344.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(171).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0165.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0148.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0690.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(238).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1104.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0965.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1082.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0215.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0505.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1048.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(292).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(201).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0364.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image (40).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1013.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(78).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0761.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0145.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0080.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1201.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1102.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(169).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1264.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0039.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0809.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (225).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0140.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1937.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/1938.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0376.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m2 (106).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/351.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/352.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m3 (133).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0583.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0681.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0359.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0681.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0366.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0681.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0512.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0681.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0594.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0139.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m (198).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/gg (733).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Te-gl_0050.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Te-pi_0066.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (826).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Te-pi_0066.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0740.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Te-pi_0066.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (825).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0737.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0898.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0737.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1128.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0737.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1124.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0737.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0216.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0737.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(242).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0737.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0227.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_1379.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Te-pi_0276.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Te-gl_0047.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/gg (721).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (759).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0682.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (759).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0681.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (759).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (758).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0205.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1027.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0452.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/glioma/Tr-gl_0451.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0644.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (714).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0414.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m2 (140).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0964.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Te-pi_0136.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0964.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0963.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(54).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0045.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0050.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(351).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Te-no_0054.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0191.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(50).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/image(347).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0279.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0235.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0040.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(142).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0040.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0219.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0040.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(32).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_1393.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_1392.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0300.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/27.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(9).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(26).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(9).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0113.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(9).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(99).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(9).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0033.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(9).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0357.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(9).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(97).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0610.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (675).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0610.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (676).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0610.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0611.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_0317.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/notumor/Tr-no_1169.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(69).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0258.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(69).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Te-me_0080.jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/image(69).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m1(179).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0460.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (513).jpg,0
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (287).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0210.jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (287).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (289).jpg,4
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (287).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (286).jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/p (287).jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/pituitary/Tr-pi_0207.jpg,2
/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/Tr-me_0524.jpg,/kaggle/input/datasets/sabersakin/brainmri/Datasest Merged 1/Datasest Merged 1/meningioma/m2 (80).jpg,0
